lat,lon,x3035,y3035,urban,dist_to_existing_km,dist_final_km,pm25_covered_before,pm25_covered_after,no2_covered_before,no2_covered_after
59.1855,13.3181,4511000,4013839,0,255.83,41.23,0,1,0,0
59.1812,13.4924,4521000,4013839,0,246.56,50.99,0,1,0,0
59.1766,13.6668,4531000,4013839,0,237.34,60.83,0,1,0,0
59.1719,13.8411,4541000,4013839,0,228.18,70.71,0,0,0,0
59.1669,14.0153,4551000,4013839,0,219.1,72.11,0,0,0,0
59.1617,14.1895,4561000,4013839,1,210.1,67.08,0,0,0,0
59.1563,14.3636,4571000,4013839,0,201.2,63.25,0,1,0,0
59.1507,14.5377,4581000,4013839,0,192.41,60.83,0,1,0,0
59.1449,14.7117,4591000,4013839,0,183.74,60.0,0,1,0,0
59.1388,14.8857,4601000,4013839,0,175.21,60.83,0,1,0,0
59.1325,15.0596,4611000,4013839,0,166.84,63.25,0,1,0,0
59.126,15.2335,4621000,4013839,0,157.35,56.57,0,1,0,0
59.1193,15.4073,4631000,4013839,0,147.88,50.0,0,1,0,0
59.1124,15.581,4641000,4013839,0,138.49,44.72,0,1,0,0
59.1052,15.7547,4651000,4013839,0,129.19,41.23,0,1,0,0
59.0978,15.9283,4661000,4013839,0,120.01,40.0,0,1,0,0
59.0902,16.1018,4671000,4013839,0,110.96,41.23,0,1,0,0
59.0824,16.2753,4681000,4013839,0,102.1,44.72,0,1,0,0
59.0744,16.4487,4691000,4013839,0,93.46,50.0,0,1,0,0
59.0661,16.622,4701000,4013839,0,85.12,56.57,0,1,0,0
59.0577,16.7952,4711000,4013839,0,77.17,64.03,0,0,0,0
59.049,16.9684,4721000,4013839,0,68.54,68.54,0,0,0,0
59.0401,17.1414,4731000,4013839,0,60.28,60.28,1,1,0,0
59.0309,17.3144,4741000,4013839,0,52.63,52.63,1,1,0,0
59.0216,17.4873,4751000,4013839,0,45.89,45.89,1,1,0,0
59.012,17.6601,4761000,4013839,0,40.52,40.52,1,1,0,0
59.0023,17.8328,4771000,4013839,0,37.11,37.11,1,1,0,0
59.3082,11.4015,4401000,4023839,0,357.98,70.0,0,0,0,0
59.3063,11.5767,4411000,4023839,0,348.27,60.0,0,1,0,0
59.3042,11.7518,4421000,4023839,0,338.57,50.0,0,1,0,0
59.3019,11.9269,4431000,4023839,0,328.89,40.0,0,1,0,0
59.2993,12.102,4441000,4023839,0,319.23,30.0,0,1,0,0
59.2966,12.277,4451000,4023839,0,309.59,20.0,0,1,0,0
59.2936,12.452,4461000,4023839,0,299.97,10.0,0,1,0,0
59.2904,12.627,4471000,4023839,0,290.38,0.0,0,1,0,1
59.2869,12.802,4481000,4023839,0,280.82,10.0,0,1,0,0
59.2833,12.9769,4491000,4023839,0,271.29,20.0,0,1,0,0
59.2794,13.1518,4501000,4023839,0,261.8,30.0,0,1,0,0
59.2753,13.3267,4511000,4023839,0,252.34,40.0,0,1,0,0
59.271,13.5015,4521000,4023839,0,242.93,50.0,0,1,0,0
59.2665,13.6762,4531000,4023839,0,233.57,60.0,0,1,0,0
59.2617,13.851,4541000,4023839,0,224.26,70.0,0,0,0,0
59.2567,14.0257,4551000,4023839,0,215.02,64.03,0,0,0,0
59.2515,14.2003,4561000,4023839,0,205.84,58.31,0,1,0,0
59.2461,14.3749,4571000,4023839,0,196.75,53.85,0,1,0,0
59.2405,14.5494,4581000,4023839,0,187.74,50.99,0,1,0,0
59.2346,14.7239,4591000,4023839,0,178.85,50.0,0,1,0,0
59.2285,14.8983,4601000,4023839,0,170.07,50.99,0,1,0,0
59.2222,15.0727,4611000,4023839,0,161.44,53.85,0,1,0,0
59.2157,15.247,4621000,4023839,0,152.98,58.31,0,1,0,0
59.209,15.4212,4631000,4023839,0,144.71,58.31,0,1,0,0
59.202,15.5954,4641000,4023839,0,135.26,53.85,0,1,0,0
59.1948,15.7695,4651000,4023839,0,125.73,50.99,0,1,0,0
59.1874,15.9435,4661000,4023839,0,116.27,50.0,0,1,0,0
59.1798,16.1175,4671000,4023839,0,106.91,50.99,0,1,0,0
59.172,16.2914,4681000,4023839,0,97.67,53.85,0,1,0,0
59.1639,16.4652,4691000,4023839,0,88.6,58.31,0,1,0,0
59.1556,16.639,4701000,4023839,0,79.76,64.03,0,0,0,0
59.1471,16.8127,4711000,4023839,0,71.22,70.71,0,0,0,0
59.1384,16.9862,4721000,4023839,0,63.11,63.11,1,1,0,0
59.1295,17.1597,4731000,4023839,0,54.86,54.86,1,1,0,0
59.1203,17.3332,4741000,4023839,0,46.32,46.32,1,1,0,0
59.111,17.5065,4751000,4023839,0,38.49,38.49,1,1,0,0
59.1014,17.6798,4761000,4023839,0,31.9,31.9,1,1,0,0
59.0916,17.8529,4771000,4023839,0,27.45,27.45,1,1,0,0
59.3963,11.5808,4411000,4033839,0,346.0,60.83,0,1,0,0
59.3941,11.7563,4421000,4033839,0,336.24,50.99,0,1,0,0
59.3918,11.9319,4431000,4033839,0,326.49,41.23,0,1,0,0
59.3893,12.1074,4441000,4033839,0,316.76,31.62,0,1,0,0
59.3865,12.2829,4451000,4033839,0,307.04,22.36,0,1,0,0
59.3835,12.4584,4461000,4033839,0,297.34,14.14,0,1,0,0
59.3803,12.6338,4471000,4033839,0,287.66,10.0,0,1,0,0
59.3768,12.8093,4481000,4033839,0,278.01,14.14,0,1,0,0
59.3732,12.9846,4491000,4033839,0,268.38,22.36,0,1,0,0
59.3693,13.16,4501000,4033839,0,258.78,31.62,0,1,0,0
59.3652,13.3353,4511000,4033839,0,249.21,41.23,0,1,0,0
59.3608,13.5105,4521000,4033839,0,239.67,50.99,0,1,0,0
59.3563,13.6858,4531000,4033839,0,230.18,60.83,0,1,0,0
59.3515,13.8609,4541000,4033839,0,220.73,64.03,0,0,0,0
59.3465,14.0361,4551000,4033839,0,211.33,56.57,0,1,0,0
59.3413,14.2112,4561000,4033839,0,201.98,50.0,0,1,0,0
59.3359,14.3862,4571000,4033839,0,192.71,44.72,0,1,0,0
59.3302,14.5612,4581000,4033839,1,183.51,41.23,0,1,0,0
59.3243,14.7361,4591000,4033839,0,174.39,40.0,0,1,0,0
59.3182,14.911,4601000,4033839,0,165.38,41.23,0,1,0,0
59.3119,15.0858,4611000,4033839,0,156.49,44.72,0,1,0,0
59.3054,15.2605,4621000,4033839,0,147.75,50.0,0,1,0,0
59.2986,15.4352,4631000,4033839,0,139.17,56.57,0,1,0,0
59.2916,15.6098,4641000,4033839,0,130.79,63.25,0,1,0,0
59.2844,15.7844,4651000,4033839,0,122.66,60.83,0,1,0,0
59.277,15.9589,4661000,4033839,0,113.29,60.0,0,1,0,0
59.2694,16.1333,4671000,4033839,0,103.66,60.83,0,1,0,0
59.2615,16.3076,4681000,4033839,0,94.1,63.25,0,1,0,0
59.2534,16.4819,4691000,4033839,0,84.66,67.08,0,0,0,0
59.2451,16.6561,4701000,4033839,0,75.35,72.11,0,0,0,0
59.2366,16.8302,4711000,4033839,0,66.24,66.24,0,0,0,0
59.2279,17.0042,4721000,4033839,0,57.44,57.44,1,1,0,0
59.2189,17.1782,4731000,4033839,0,49.09,49.09,1,1,0,0
59.2097,17.352,4741000,4033839,0,41.48,41.48,1,1,0,0
59.2003,17.5258,4751000,4033839,0,32.52,32.52,1,1,0,0
59.1907,17.6995,4761000,4033839,0,24.37,24.37,1,1,0,0
59.1809,17.8731,4771000,4033839,0,18.15,18.15,1,1,0,0
59.1708,18.0466,4781000,4033839,0,16.16,16.16,1,1,0,0
59.4862,11.5849,4411000,4043839,0,344.01,63.25,0,1,0,0
59.4841,11.7609,4421000,4043839,0,334.19,53.85,0,1,0,0
59.4817,11.9369,4431000,4043839,0,324.38,44.72,0,1,0,0
59.4792,12.1129,4441000,4043839,0,314.58,36.06,0,1,0,0
59.4764,12.2889,4451000,4043839,0,304.79,28.28,0,1,0,0
59.4734,12.4648,4461000,4043839,0,295.02,22.36,0,1,0,0
59.4702,12.6407,4471000,4043839,0,285.27,20.0,0,1,0,0
59.4667,12.8166,4481000,4043839,0,275.53,22.36,0,1,0,0
59.463,12.9924,4491000,4043839,0,265.81,28.28,0,1,0,0
59.4591,13.1682,4501000,4043839,0,256.11,36.06,0,1,0,0
59.455,13.344,4511000,4043839,0,246.44,44.72,0,1,0,0
59.4507,13.5197,4521000,4043839,0,236.79,53.85,0,1,0,0
59.4461,13.6954,4531000,4043839,0,227.17,63.25,0,1,0,0
59.4413,13.871,4541000,4043839,0,217.59,58.31,0,1,0,0
59.4363,14.0466,4551000,4043839,0,208.05,50.0,0,1,0,0
59.4311,14.2221,4561000,4043839,0,198.55,42.43,0,1,0,0
59.4256,14.3976,4571000,4043839,0,189.11,36.06,0,1,0,0
59.4199,14.573,4581000,4043839,0,179.72,31.62,0,1,0,0
59.4141,14.7484,4591000,4043839,0,170.41,30.0,0,1,0,0
59.4079,14.9237,4601000,4043839,0,161.18,31.62,0,1,0,0
59.4016,15.099,4611000,4043839,0,152.04,36.06,0,1,0,0
59.395,15.2742,4621000,4043839,0,143.02,42.43,0,1,0,0
59.3883,15.4493,4631000,4043839,0,134.14,50.0,0,1,0,0
59.3813,15.6244,4641000,4043839,0,125.43,58.31,0,1,0,0
59.374,15.7994,4651000,4043839,0,116.92,67.08,0,0,0,0
59.3666,15.9743,4661000,4043839,0,108.67,70.0,0,0,0,0
59.3589,16.1492,4671000,4043839,0,100.74,70.71,0,0,0,0
59.351,16.324,4681000,4043839,0,91.5,72.8,0,0,0,0
59.3429,16.4987,4691000,4043839,0,81.75,76.16,0,0,0,0
59.3346,16.6733,4701000,4043839,0,72.06,72.06,0,0,0,0
59.3261,16.8479,4711000,4043839,0,62.48,62.48,1,1,0,0
59.3173,17.0223,4721000,4043839,0,53.06,53.06,1,1,0,0
59.3083,17.1967,4731000,4043839,0,43.88,43.88,1,1,0,0
59.2991,17.371,4741000,4043839,0,35.16,35.16,1,1,0,0
59.2897,17.5453,4751000,4043839,0,27.34,27.34,1,1,0,0
59.2801,17.7194,4761000,4043839,0,19.23,19.23,1,1,0,0
59.2702,17.8934,4771000,4043839,1,10.28,10.28,1,1,0,0
59.2601,18.0674,4781000,4043839,0,6.24,6.24,1,1,0,0
59.2498,18.2412,4791000,4043839,0,12.83,12.83,1,1,0,0
59.5761,11.589,4411000,4053839,0,342.3,67.08,0,0,0,0
59.574,11.7655,4421000,4053839,0,332.43,58.31,0,1,0,0
59.5717,11.942,4431000,4053839,0,322.57,50.0,0,1,0,0
59.5691,12.1184,4441000,4053839,0,312.71,42.43,0,1,0,0
59.5663,12.2948,4451000,4053839,0,302.86,36.06,0,1,0,0
59.5633,12.4712,4461000,4053839,0,293.03,31.62,0,1,0,0
59.56,12.6476,4471000,4053839,0,283.2,30.0,0,1,0,0
59.5566,12.8239,4481000,4053839,0,273.39,31.62,0,1,0,0
59.5529,13.0002,4491000,4053839,0,263.59,36.06,0,1,0,0
59.549,13.1765,4501000,4053839,0,253.81,42.43,0,1,0,0
59.5449,13.3527,4511000,4053839,0,244.04,50.0,0,1,0,0
59.5405,13.5289,4521000,4053839,0,234.3,58.31,0,1,0,0
59.5359,13.705,4531000,4053839,0,224.58,63.25,0,1,0,0
59.5311,13.8811,4541000,4053839,0,214.88,53.85,0,1,0,0
59.5261,14.0571,4551000,4053839,0,205.21,44.72,0,1,0,0
59.5209,14.2331,4561000,4053839,0,195.58,36.06,0,1,0,0
59.5154,14.4091,4571000,4053839,0,185.98,28.28,0,1,0,0
59.5097,14.5849,4581000,4053839,0,176.43,22.36,0,1,0,0
59.5038,14.7608,4591000,4053839,0,166.93,20.0,0,1,0,0
59.4976,14.9366,4601000,4053839,0,157.5,22.36,0,1,0,0
59.4913,15.1123,4611000,4053839,0,148.13,28.28,0,1,0,0
59.4847,15.2879,4621000,4053839,0,138.86,36.06,0,1,0,0
59.4779,15.4635,4631000,4053839,0,129.69,44.72,0,1,0,0
59.4709,15.639,4641000,4053839,0,120.66,53.85,0,1,0,0
59.4636,15.8145,4651000,4053839,0,111.79,63.25,0,1,0,0
59.4562,15.9899,4661000,4053839,0,103.13,72.8,0,0,0,0
59.4485,16.1652,4671000,4053839,0,94.74,80.62,0,0,0,0
59.4406,16.3404,4681000,4053839,0,86.68,82.46,0,0,0,0
59.4325,16.5156,4691000,4053839,0,79.07,79.07,0,0,0,0
59.4241,16.6906,4701000,4053839,0,70.07,70.07,0,0,0,0
59.4155,16.8656,4711000,4053839,0,60.17,60.17,1,1,0,0
59.4068,17.0406,4721000,4053839,0,50.31,50.31,1,1,0,0
59.3978,17.2154,4731000,4053839,0,40.52,40.52,1,1,0,0
59.3885,17.3901,4741000,4053839,0,30.86,30.86,1,1,0,0
59.3791,17.5648,4751000,4053839,0,21.52,21.52,1,1,0,0
59.3694,17.7394,4761000,4053839,0,13.19,13.19,1,1,0,0
59.3595,17.9138,4771000,4053839,1,7.34,7.34,1,1,0,0
59.3494,18.0882,4781000,4053839,0,3.07,3.07,1,1,1,1
59.3391,18.2625,4791000,4053839,1,11.93,11.93,1,1,0,0
59.3285,18.4367,4801000,4053839,1,21.63,21.63,1,1,0,0
59.664,11.7701,4421000,4063839,0,330.96,64.03,0,0,0,0
59.6616,11.9471,4431000,4063839,0,321.05,56.57,0,1,0,0
59.659,12.124,4441000,4063839,0,311.15,50.0,0,1,0,0
59.6562,12.3009,4451000,4063839,0,301.25,44.72,0,1,0,0
59.6532,12.4777,4461000,4063839,0,291.36,41.23,0,1,0,0
59.6499,12.6545,4471000,4063839,0,281.48,40.0,0,1,0,0
59.6465,12.8313,4481000,4063839,0,271.6,41.23,0,1,0,0
59.6428,13.0081,4491000,4063839,0,261.74,44.72,0,1,0,0
59.6389,13.1848,4501000,4063839,0,251.88,50.0,0,1,0,0
59.6347,13.3615,4511000,4063839,0,242.04,56.57,0,1,0,0
59.6303,13.5381,4521000,4063839,0,232.21,64.03,0,0,0,0
59.6258,13.7147,4531000,4063839,0,222.4,60.83,0,1,0,0
59.6209,13.8912,4541000,4063839,0,212.6,50.99,0,1,0,0
59.6159,14.0677,4551000,4063839,0,202.83,41.23,0,1,0,0
59.6106,14.2442,4561000,4063839,0,193.07,31.62,0,1,0,0
59.6052,14.4206,4571000,4063839,0,183.35,22.36,0,1,0,0
59.5994,14.5969,4581000,4063839,0,173.65,14.14,0,1,0,0
59.5935,14.7732,4591000,4063839,0,163.99,10.0,0,1,0,0
59.5874,14.9495,4601000,4063839,0,154.37,14.14,0,1,0,0
59.581,15.1256,4611000,4063839,0,144.81,22.36,0,1,0,0
59.5744,15.3017,4621000,4063839,0,135.31,31.62,0,1,0,0
59.5676,15.4778,4631000,4063839,0,125.89,41.23,0,1,0,0
59.5605,15.6537,4641000,4063839,0,116.56,50.99,0,1,0,0
59.5533,15.8297,4651000,4063839,0,107.35,60.83,0,1,0,0
59.5458,16.0055,4661000,4063839,0,98.3,70.71,0,0,0,0
59.5381,16.1812,4671000,4063839,0,89.45,80.62,0,0,0,0
59.5301,16.3569,4681000,4063839,0,80.87,80.87,0,0,0,0
59.522,16.5325,4691000,4063839,0,72.66,72.66,0,0,0,0
59.5136,16.7081,4701000,4063839,0,64.94,64.94,0,0,0,0
59.505,16.8835,4711000,4063839,0,57.93,57.93,1,1,0,0
59.4962,17.0589,4721000,4063839,0,49.47,49.47,1,1,0,0
59.4872,17.2342,4731000,4063839,0,39.47,39.47,1,1,0,0
59.4779,17.4094,4741000,4063839,0,29.47,29.47,1,1,0,0
59.4684,17.5845,4751000,4063839,0,19.48,19.48,1,1,0,0
59.4587,17.7595,4761000,4063839,0,9.49,9.49,1,1,0,0
59.4488,17.9344,4771000,4063839,1,0.97,0.97,1,1,1,1
59.4387,18.1092,4781000,4063839,1,10.57,10.57,1,1,0,0
59.4283,18.2839,4791000,4063839,0,17.06,17.06,1,1,0,0
59.4178,18.4586,4801000,4063839,0,25.41,25.41,1,1,0,0
59.407,18.6331,4811000,4063839,0,34.22,34.22,1,1,0,0
59.7539,11.7748,4421000,4073839,0,329.79,70.71,0,0,0,0
59.7515,11.9522,4431000,4073839,0,319.85,64.03,0,0,0,0
59.749,12.1296,4441000,4073839,0,309.9,58.31,0,1,0,0
59.7461,12.3069,4451000,4073839,0,299.97,53.85,0,1,0,0
59.7431,12.4842,4461000,4073839,0,290.03,50.99,0,1,0,0
59.7399,12.6615,4471000,4073839,0,280.1,50.0,0,1,0,0
59.7364,12.8388,4481000,4073839,0,270.18,50.99,0,1,0,0
59.7327,13.016,4491000,4073839,0,260.26,53.85,0,1,0,0
59.7287,13.1932,4501000,4073839,0,250.34,58.31,0,1,0,0
59.7246,13.3703,4511000,4073839,0,240.44,64.03,0,0,0,0
59.7202,13.5474,4521000,4073839,0,230.54,70.0,0,0,0,0
59.7156,13.7245,4531000,4073839,0,220.65,60.0,0,1,0,0
59.7108,13.9015,4541000,4073839,0,210.78,50.0,0,1,0,0
59.7057,14.0784,4551000,4073839,0,200.91,40.0,0,1,0,0
59.7004,14.2553,4561000,4073839,0,191.06,30.0,0,1,0,0
59.6949,14.4322,4571000,4073839,0,181.23,20.0,0,1,0,0
59.6892,14.609,4581000,4073839,0,171.41,10.0,0,1,0,0
59.6832,14.7857,4591000,4073839,0,161.62,0.0,0,1,0,1
59.6771,14.9624,4601000,4073839,0,151.85,10.0,0,1,0,0
59.6707,15.1391,4611000,4073839,0,142.12,20.0,0,1,0,0
59.6641,15.3156,4621000,4073839,0,132.42,30.0,0,1,0,0
59.6572,15.4921,4631000,4073839,0,122.78,40.0,0,1,0,0
59.6502,15.6686,4641000,4073839,0,113.19,50.0,0,1,0,0
59.6429,15.8449,4651000,4073839,0,103.69,60.0,0,1,0,0
59.6354,16.0212,4661000,4073839,0,94.29,70.0,0,0,0,0
59.6276,16.1974,4671000,4073839,0,85.02,80.0,0,0,0,0
59.6197,16.3736,4681000,4073839,0,75.94,75.94,0,0,0,0
59.6115,16.5496,4691000,4073839,1,67.12,67.12,0,0,0,0
59.6031,16.7256,4701000,4073839,0,58.69,58.69,1,1,0,0
59.5945,16.9015,4711000,4073839,0,50.82,50.82,1,1,0,0
59.5857,17.0773,4721000,4073839,0,43.83,43.83,1,1,0,0
59.5766,17.2531,4731000,4073839,0,38.18,38.18,1,1,0,0
59.5673,17.4287,4741000,4073839,0,31.38,31.38,1,1,0,0
59.5578,17.6043,4751000,4073839,0,22.26,22.26,1,1,0,0
59.5481,17.7797,4761000,4073839,0,14.36,14.36,1,1,0,0
59.5381,17.9551,4771000,4073839,0,10.82,10.82,1,1,0,0
59.528,18.1303,4781000,4073839,0,15.09,15.09,1,1,0,0
59.5176,18.3055,4791000,4073839,0,23.21,23.21,1,1,0,0
59.507,18.4806,4801000,4073839,0,31.19,31.19,1,1,0,0
59.4962,18.6556,4811000,4073839,0,37.45,37.45,1,1,0,0
59.8439,11.7795,4421000,4083839,0,328.92,78.1,0,0,0,0
59.8415,11.9574,4431000,4083839,0,318.95,72.11,0,0,0,0
59.8389,12.1352,4441000,4083839,0,308.98,67.08,0,0,0,0
59.8361,12.313,4451000,4083839,0,299.01,63.25,0,1,0,0
59.833,12.4908,4461000,4083839,0,289.04,60.83,0,1,0,0
59.8298,12.6685,4471000,4083839,0,279.08,60.0,0,1,0,0
59.8263,12.8463,4481000,4083839,0,269.11,60.83,0,1,0,0
59.8225,13.0239,4491000,4083839,0,259.15,63.25,0,1,0,0
59.8186,13.2016,4501000,4083839,0,249.2,67.08,0,0,0,0
59.8144,13.3792,4511000,4083839,0,239.24,72.11,0,0,0,0
59.81,13.5568,4521000,4083839,0,229.3,70.71,0,0,0,0
59.8054,13.7343,4531000,4083839,0,219.35,60.83,0,1,0,0
59.8006,13.9118,4541000,4083839,0,209.41,50.99,0,1,0,0
59.7955,14.0892,4551000,4083839,0,199.48,41.23,0,1,0,0
59.7902,14.2666,4561000,4083839,0,189.55,31.62,0,1,0,0
59.7847,14.4439,4571000,4083839,0,179.64,22.36,0,1,0,0
59.779,14.6211,4581000,4083839,0,169.73,14.14,0,1,0,0
59.773,14.7984,4591000,4083839,0,159.83,10.0,0,1,0,0
59.7668,14.9755,4601000,4083839,0,149.95,14.14,0,1,0,0
59.7604,15.1526,4611000,4083839,0,140.08,22.36,0,1,0,0
59.7537,15.3296,4621000,4083839,0,130.24,31.62,0,1,0,0
59.7469,15.5066,4631000,4083839,0,120.42,41.23,0,1,0,0
59.7398,15.6835,4641000,4083839,0,110.63,50.99,0,1,0,0
59.7325,15.8603,4651000,4083839,0,100.89,60.83,0,1,0,0
59.725,16.037,4661000,4083839,0,91.19,70.71,0,0,0,0
59.7172,16.2137,4671000,4083839,0,81.58,80.62,0,0,0,0
59.7092,16.3903,4681000,4083839,0,72.07,72.07,0,0,0,0
59.701,16.5668,4691000,4083839,0,62.71,62.71,1,1,0,0
59.6926,16.7433,4701000,4083839,0,53.58,53.58,1,1,0,0
59.684,16.9196,4711000,4083839,0,44.83,44.83,1,1,0,0
59.6751,17.0959,4721000,4083839,0,36.71,36.71,1,1,0,0
59.666,17.2721,4731000,4083839,0,29.78,29.78,1,1,0,0
59.6567,17.4482,4741000,4083839,0,24.88,24.88,1,1,0,0
59.6472,17.6242,4751000,4083839,0,23.39,23.39,1,1,0,0
59.6374,17.8001,4761000,4083839,0,22.85,22.85,1,1,0,0
59.6274,17.9759,4771000,4083839,0,20.81,20.81,1,1,0,0
59.6172,18.1516,4781000,4083839,0,23.32,23.32,1,1,0,0
59.6068,18.3272,4791000,4083839,0,29.23,29.23,1,1,0,0
59.5962,18.5027,4801000,4083839,0,27.22,27.22,1,1,0,0
59.5853,18.6781,4811000,4083839,0,27.64,27.64,1,1,0,0
59.5743,18.8535,4821000,4083839,0,31.41,31.41,1,1,0,0
59.9338,11.7842,4421000,4093839,0,328.36,86.02,0,0,0,0
59.9314,11.9625,4431000,4093839,0,318.36,80.62,0,0,0,0
59.9288,12.1409,4441000,4093839,0,308.37,76.16,0,0,0,0
59.926,12.3191,4451000,4093839,0,298.38,72.11,0,0,0,0
59.9229,12.4974,4461000,4093839,0,288.39,67.08,0,0,0,0
59.9197,12.6756,4471000,4093839,0,278.41,63.25,0,1,0,0
59.9162,12.8538,4481000,4093839,0,268.42,60.83,0,1,0,0
59.9124,13.032,4491000,4093839,0,258.43,60.0,0,1,0,0
59.9085,13.2101,4501000,4093839,0,248.45,60.83,0,1,0,0
59.9043,13.3881,4511000,4093839,0,238.46,63.25,0,1,0,0
59.8999,13.5662,4521000,4093839,0,228.48,67.08,0,0,0,0
59.8953,13.7442,4531000,4093839,0,218.5,63.25,0,1,0,0
59.8904,13.9221,4541000,4093839,0,208.52,53.85,0,1,0,0
59.8853,14.1,4551000,4093839,0,198.54,44.72,0,1,0,0
59.88,14.2778,4561000,4093839,0,188.57,36.06,0,1,0,0
59.8745,14.4556,4571000,4093839,0,178.59,28.28,0,1,0,0
59.8687,14.6334,4581000,4093839,0,168.63,22.36,0,1,0,0
59.8627,14.811,4591000,4093839,0,158.66,20.0,0,1,0,0
59.8565,14.9886,4601000,4093839,0,148.7,22.36,0,1,0,0
59.8501,15.1662,4611000,4093839,0,138.75,28.28,0,1,0,0
59.8434,15.3437,4621000,4093839,0,128.8,36.06,0,1,0,0
59.8365,15.5211,4631000,4093839,0,118.86,44.72,0,1,0,0
59.8294,15.6985,4641000,4093839,0,108.93,53.85,0,1,0,0
59.8221,15.8757,4651000,4093839,0,99.02,63.25,0,1,0,0
59.8146,16.0529,4661000,4093839,0,89.12,72.8,0,0,0,0
59.8068,16.2301,4671000,4093839,0,79.26,79.26,0,0,0,0
59.7988,16.4071,4681000,4093839,0,69.43,69.43,0,0,0,0
59.7906,16.5841,4691000,4093839,0,59.66,59.66,1,1,0,0
59.7821,16.761,4701000,4093839,0,49.98,49.98,1,1,0,0
59.7734,16.9378,4711000,4093839,0,40.45,40.45,1,1,0,0
59.7646,17.1145,4721000,4093839,0,31.22,31.22,1,1,0,0
59.7554,17.2912,4731000,4093839,0,22.66,22.66,1,1,0,0
59.7461,17.4677,4741000,4093839,0,15.87,15.87,1,1,0,0
59.7365,17.6442,4751000,4093839,0,13.43,13.43,1,1,0,0
59.7268,17.8205,4761000,4093839,0,17.56,17.56,1,1,0,0
59.7168,17.9968,4771000,4093839,0,25.23,25.23,1,1,0,0
59.7065,18.173,4781000,4093839,0,29.27,29.27,1,1,0,0
59.6961,18.349,4791000,4093839,0,21.89,21.89,1,1,0,0
59.6854,18.525,4801000,4093839,0,17.38,17.38,1,1,0,0
59.6745,18.7009,4811000,4093839,0,18.02,18.02,1,1,0,0
59.6634,18.8766,4821000,4093839,0,23.4,23.4,1,1,0,0
60.0238,11.789,4421000,4103839,0,328.09,86.02,0,0,0,0
60.0214,11.9678,4431000,4103839,0,318.09,78.1,0,0,0,0
60.0188,12.1465,4441000,4103839,0,308.09,70.71,0,0,0,0
60.0159,12.3253,4451000,4103839,0,298.09,64.03,0,0,0,0
60.0129,12.504,4461000,4103839,0,288.09,58.31,0,1,0,0
60.0096,12.6827,4471000,4103839,0,278.1,53.85,0,1,0,0
60.0061,12.8614,4481000,4103839,0,268.1,50.99,0,1,0,0
60.0023,13.04,4491000,4103839,0,258.1,50.0,0,1,0,0
59.9984,13.2186,4501000,4103839,0,248.1,50.99,0,1,0,0
59.9942,13.3971,4511000,4103839,0,238.1,53.85,0,1,0,0
59.9897,13.5756,4521000,4103839,0,228.1,58.31,0,1,0,0
59.9851,13.7541,4531000,4103839,0,218.1,64.03,0,0,0,0
59.9802,13.9325,4541000,4103839,0,208.1,58.31,0,1,0,0
59.9751,14.1109,4551000,4103839,0,198.1,50.0,0,1,0,0
59.9698,14.2892,4561000,4103839,0,188.11,42.43,0,1,0,0
59.9642,14.4674,4571000,4103839,0,178.11,36.06,0,1,0,0
59.9585,14.6456,4581000,4103839,0,168.11,31.62,0,1,0,0
59.9525,14.8238,4591000,4103839,0,158.11,30.0,0,1,0,0
59.9462,15.0019,4601000,4103839,0,148.12,31.62,0,1,0,0
59.9398,15.1799,4611000,4103839,0,138.12,36.06,0,1,0,0
59.9331,15.3578,4621000,4103839,0,128.12,42.43,0,1,0,0
59.9262,15.5357,4631000,4103839,0,118.13,50.0,0,1,0,0
59.9191,15.7135,4641000,4103839,0,108.13,58.31,0,1,0,0
59.9117,15.8913,4651000,4103839,0,98.14,67.08,0,0,0,0
59.9042,16.069,4661000,4103839,0,88.15,76.16,0,0,0,0
59.8964,16.2466,4671000,4103839,0,78.16,78.16,0,0,0,0
59.8883,16.4241,4681000,4103839,0,68.17,68.17,0,0,0,0
59.8801,16.6015,4691000,4103839,0,58.19,58.19,1,1,0,0
59.8716,16.7789,4701000,4103839,0,48.21,48.21,1,1,0,0
59.8629,16.9561,4711000,4103839,0,38.25,38.25,1,1,0,0
59.854,17.1333,4721000,4103839,0,28.31,28.31,1,1,0,0
59.8449,17.3104,4731000,4103839,0,18.44,18.44,1,1,0,0
59.8355,17.4874,4741000,4103839,0,8.86,8.86,1,1,0,0
59.8259,17.6643,4751000,4103839,0,3.64,3.64,1,1,1,1
59.8161,17.8412,4761000,4103839,0,11.89,11.89,1,1,0,0
59.8061,18.0179,4771000,4103839,0,21.67,21.67,1,1,0,0
59.7958,18.1945,4781000,4103839,0,24.85,24.85,1,1,0,0
59.7853,18.371,4791000,4103839,0,15.5,15.5,1,1,0,0
59.7746,18.5474,4801000,4103839,0,7.95,7.95,1,1,0,0
59.7637,18.7237,4811000,4103839,1,9.27,9.27,1,1,0,0
59.7526,18.9,4821000,4103839,0,17.57,17.57,1,1,0,0
60.1137,11.7937,4421000,4113839,0,328.13,80.62,0,0,0,0
60.1113,11.973,4431000,4113839,0,318.13,72.11,0,0,0,0
60.1087,12.1523,4441000,4113839,0,308.14,64.03,0,0,0,0
60.1059,12.3315,4451000,4113839,0,298.14,56.57,0,1,0,0
