lat,lon,x3035,y3035,urban,dist_to_existing_km,dist_final_km,pm25_covered_before,pm25_covered_after,no2_covered_before,no2_covered_after
61.9067,15.6928,4621000,4323839,0,99.78,92.2,0,0,0,0
61.8993,15.8817,4631000,4323839,0,92.07,92.07,0,0,0,0
61.8917,16.0705,4641000,4323839,0,84.85,84.85,0,0,0,0
61.8839,16.2592,4651000,4323839,0,78.23,78.23,0,0,0,0
61.8757,16.4479,4661000,4323839,0,72.4,72.4,0,0,0,0
61.8674,16.6364,4671000,4323839,0,67.56,67.56,0,0,0,0
61.8588,16.8248,4681000,4323839,0,63.92,63.92,1,1,0,0
61.85,17.0132,4691000,4323839,0,61.7,61.7,1,1,0,0
61.8409,17.2014,4701000,4323839,0,61.07,61.07,1,1,0,0
62.0913,12.0974,4431000,4333839,0,254.1,86.02,0,0,0,0
62.0885,12.288,4441000,4333839,0,248.21,78.1,0,0,0,0
62.0854,12.4785,4451000,4333839,0,242.59,70.71,0,0,0,0
62.0822,12.6689,4461000,4333839,0,237.26,64.03,0,0,0,0
62.0786,12.8594,4471000,4333839,0,232.23,58.31,0,1,0,0
62.0748,13.0498,4481000,4333839,0,224.79,53.85,0,1,0,0
62.0708,13.2401,4491000,4333839,0,215.06,50.99,0,1,0,0
62.0666,13.4304,4501000,4333839,0,205.36,50.0,0,1,0,0
62.0621,13.6207,4511000,4333839,0,195.69,50.99,0,1,0,0
62.0573,13.8108,4521000,4333839,0,186.06,53.85,0,1,0,0
62.0523,14.001,4531000,4333839,0,176.46,58.31,0,1,0,0
62.0471,14.1911,4541000,4333839,0,166.92,64.03,0,0,0,0
62.0416,14.3811,4551000,4333839,0,157.42,70.0,0,0,0,0
62.0359,14.571,4561000,4333839,0,148.0,70.71,0,0,0,0
62.0299,14.7609,4571000,4333839,0,138.66,72.8,0,0,0,0
62.0237,14.9507,4581000,4333839,0,129.41,76.16,0,0,0,0
62.0173,15.1405,4591000,4333839,0,120.29,80.62,0,0,0,0
62.0106,15.3301,4601000,4333839,0,111.31,86.02,0,0,0,0
62.0036,15.5197,4611000,4333839,0,102.53,92.2,0,0,0,0
61.9965,15.7092,4621000,4333839,0,93.99,93.99,0,0,0,0
61.9891,15.8987,4631000,4333839,0,85.77,85.77,0,0,0,0
61.9814,16.088,4641000,4333839,0,77.96,77.96,0,0,0,0
61.9735,16.2772,4651000,4333839,0,70.71,70.71,0,0,0,0
61.9654,16.4664,4661000,4333839,0,64.2,64.2,0,0,0,0
61.957,16.6555,4671000,4333839,0,58.68,58.68,1,1,0,0
61.9484,16.8444,4681000,4333839,0,54.45,54.45,1,1,0,0
61.9395,17.0333,4691000,4333839,0,51.83,51.83,1,1,0,0
61.9304,17.222,4701000,4333839,1,51.07,51.07,1,1,0,0
61.9211,17.4107,4711000,4333839,0,52.24,52.24,1,1,0,0
62.1813,12.1035,4431000,4343839,0,246.18,80.62,0,0,0,0
62.1785,12.2946,4441000,4343839,0,240.1,72.11,0,0,0,0
62.1755,12.4857,4451000,4343839,0,234.29,64.03,0,0,0,0
62.1722,12.6767,4461000,4343839,0,228.76,56.57,0,1,0,0
62.1686,12.8677,4471000,4343839,0,223.55,50.0,0,1,0,0
62.1648,13.0586,4481000,4343839,0,218.67,44.72,0,1,0,0
62.1608,13.2495,4491000,4343839,0,212.91,41.23,0,1,0,0
62.1565,13.4403,4501000,4343839,0,203.11,40.0,0,1,0,0
62.152,13.6311,4511000,4343839,0,193.33,41.23,0,1,0,0
62.1472,13.8219,4521000,4343839,0,183.57,44.72,0,1,0,0
62.1422,14.0126,4531000,4343839,0,173.83,50.0,0,1,0,0
62.137,14.2032,4541000,4343839,0,164.13,56.57,0,1,0,0
62.1315,14.3938,4551000,4343839,0,154.47,64.03,0,0,0,0
62.1257,14.5843,4561000,4343839,0,144.86,72.11,0,0,0,0
62.1198,14.7747,4571000,4343839,0,135.29,80.62,0,0,0,0
62.1135,14.965,4581000,4343839,0,125.8,85.44,0,0,0,0
62.1071,15.1553,4591000,4343839,0,116.4,89.44,0,0,0,0
62.1004,15.3455,4601000,4343839,0,107.1,94.34,0,0,0,0
62.0934,15.5357,4611000,4343839,0,97.94,97.94,0,0,0,0
62.0862,15.7257,4621000,4343839,0,88.96,88.96,0,0,0,0
62.0788,15.9157,4631000,4343839,0,80.22,80.22,0,0,0,0
62.0711,16.1056,4641000,4343839,0,71.81,71.81,0,0,0,0
62.0632,16.2953,4651000,4343839,0,63.86,63.86,1,1,0,0
62.055,16.485,4661000,4343839,0,56.57,56.57,1,1,0,0
62.0466,16.6746,4671000,4343839,0,50.22,50.22,1,1,0,0
62.038,16.8641,4681000,4343839,0,45.2,45.2,1,1,0,0
62.0291,17.0535,4691000,4343839,0,42.01,42.01,1,1,0,0
62.02,17.2428,4701000,4343839,0,41.07,41.07,1,1,0,0
62.0106,17.432,4711000,4343839,0,42.53,42.53,1,1,0,0
62.2714,12.1096,4431000,4353839,0,238.43,76.16,0,0,0,0
62.2686,12.3013,4441000,4353839,0,232.14,67.08,0,0,0,0
62.2655,12.4929,4451000,4353839,0,226.12,58.31,0,1,0,0
62.2622,12.6845,4461000,4353839,0,220.39,50.0,0,1,0,0
62.2586,12.876,4471000,4353839,0,214.98,42.43,0,1,0,0
62.2548,13.0675,4481000,4353839,0,209.9,36.06,0,1,0,0
62.2508,13.259,4491000,4353839,0,205.18,31.62,0,1,0,0
62.2465,13.4504,4501000,4353839,0,200.85,30.0,0,1,0,0
62.242,13.6417,4511000,4353839,0,191.45,31.62,0,1,0,0
62.2372,13.833,4521000,4353839,0,181.59,36.06,0,1,0,0
62.2322,14.0242,4531000,4353839,0,171.75,42.43,0,1,0,0
62.2269,14.2154,4541000,4353839,0,161.92,50.0,0,1,0,0
62.2214,14.4065,4551000,4353839,0,152.12,58.31,0,1,0,0
62.2156,14.5976,4561000,4353839,0,142.34,67.08,0,0,0,0
62.2096,14.7886,4571000,4353839,0,132.6,76.16,0,0,0,0
62.2034,14.9795,4581000,4353839,0,122.9,85.44,0,0,0,0
62.1969,15.1703,4591000,4353839,0,113.26,94.87,0,0,0,0
62.1902,15.3611,4601000,4353839,0,103.68,102.96,0,0,0,0
62.1832,15.5517,4611000,4353839,0,94.18,94.18,0,0,0,0
62.176,15.7423,4621000,4353839,0,84.81,84.81,0,0,0,0
62.1685,15.9328,4631000,4353839,0,75.59,75.59,0,0,0,0
62.1608,16.1233,4641000,4353839,0,66.6,66.6,0,0,0,0
62.1529,16.3136,4651000,4353839,0,57.94,57.94,1,1,0,0
62.1447,16.5038,4661000,4353839,0,49.79,49.79,1,1,0,0
62.1362,16.694,4671000,4353839,0,42.43,42.43,1,1,0,0
62.1276,16.884,4681000,4353839,0,36.36,36.36,1,1,0,0
62.1186,17.0739,4691000,4353839,0,32.31,32.31,1,1,0,0
62.1095,17.2638,4701000,4353839,0,31.07,31.07,1,1,0,0
62.1001,17.4535,4711000,4353839,0,32.97,32.97,1,1,0,0
62.3586,12.308,4441000,4363839,0,224.34,63.25,0,1,0,0
62.3556,12.5002,4451000,4363839,0,218.11,53.85,0,1,0,0
62.3522,12.6923,4461000,4363839,0,212.17,44.72,0,1,0,0
62.3487,12.8844,4471000,4363839,0,206.53,36.06,0,1,0,0
62.3448,13.0765,4481000,4363839,0,201.24,28.28,0,1,0,0
62.3408,13.2685,4491000,4363839,0,196.32,22.36,0,1,0,0
62.3365,13.4604,4501000,4363839,0,191.79,20.0,0,1,0,0
62.3319,13.6523,4511000,4363839,0,187.68,22.36,0,1,0,0
62.3271,13.8442,4521000,4363839,0,180.15,28.28,0,1,0,0
62.3221,14.036,4531000,4363839,0,170.22,36.06,0,1,0,0
62.3168,14.2277,4541000,4363839,0,160.3,44.72,0,1,0,0
62.3113,14.4194,4551000,4363839,0,150.4,53.85,0,1,0,0
62.3055,14.611,4561000,4363839,0,140.5,63.25,0,1,0,0
62.2995,14.8025,4571000,4363839,0,130.62,72.8,0,0,0,0
62.2932,14.994,4581000,4363839,0,120.77,82.46,0,0,0,0
62.2867,15.1854,4591000,4363839,0,110.93,92.2,0,0,0,0
62.28,15.3767,4601000,4363839,0,101.13,101.13,0,0,0,0
62.273,15.5679,4611000,4363839,0,91.37,91.37,0,0,0,0
62.2657,15.759,4621000,4363839,0,81.68,81.68,0,0,0,0
62.2582,15.9501,4631000,4363839,0,72.06,72.06,0,0,0,0
62.2505,16.1411,4641000,4363839,0,62.56,62.56,1,1,0,0
62.2425,16.3319,4651000,4363839,0,53.25,53.25,1,1,0,0
62.2343,16.5227,4661000,4363839,0,44.25,44.25,1,1,0,0
62.2259,16.7134,4671000,4363839,0,35.77,35.77,1,1,0,0
62.2172,16.904,4681000,4363839,0,28.3,28.3,1,1,0,0
62.2082,17.0945,4691000,4363839,0,22.87,22.87,1,1,0,0
62.199,17.2848,4701000,4363839,0,21.08,21.08,1,1,0,0
62.1896,17.4751,4711000,4363839,0,23.8,23.8,1,1,0,0
62.4487,12.3148,4441000,4373839,0,216.73,60.83,0,1,0,0
62.4456,12.5075,4451000,4373839,0,210.27,50.99,0,1,0,0
62.4423,12.7002,4461000,4373839,0,204.1,41.23,0,1,0,0
62.4387,12.8929,4471000,4373839,0,198.24,31.62,0,1,0,0
62.4349,13.0855,4481000,4373839,0,192.72,22.36,0,1,0,0
62.4308,13.2781,4491000,4373839,0,187.57,14.14,0,1,0,0
62.4265,13.4706,4501000,4373839,0,182.82,10.0,0,1,0,0
62.4219,13.663,4511000,4373839,0,178.51,14.14,0,1,0,0
62.4171,13.8555,4521000,4373839,0,174.66,22.36,0,1,0,0
62.412,14.0478,4531000,4373839,0,169.28,31.62,0,1,0,0
62.4067,14.2401,4541000,4373839,0,159.3,41.23,0,1,0,0
62.4012,14.4323,4551000,4373839,0,149.33,50.99,0,1,0,0
62.3954,14.6245,4561000,4373839,0,139.35,60.83,0,1,0,0
62.3893,14.8166,4571000,4373839,0,129.39,70.71,0,0,0,0
62.3831,15.0086,4581000,4373839,0,119.43,80.62,0,0,0,0
62.3765,15.2005,4591000,4373839,0,109.47,90.55,0,0,0,0
62.3697,15.3924,4601000,4373839,0,99.53,99.53,0,0,0,0
62.3627,15.5842,4611000,4373839,0,89.6,89.6,0,0,0,0
62.3555,15.7759,4621000,4373839,0,79.69,79.69,0,0,0,0
62.348,15.9675,4631000,4373839,0,69.8,69.8,0,0,0,0
62.3402,16.159,4641000,4373839,0,59.94,59.94,1,1,0,0
62.3322,16.3504,4651000,4373839,0,50.15,50.15,1,1,0,0
62.324,16.5417,4661000,4373839,0,40.46,40.46,1,1,0,0
62.3155,16.733,4671000,4373839,0,30.96,30.96,1,1,0,0
62.3067,16.9241,4681000,4373839,0,21.91,21.91,1,1,0,0
62.2978,17.1151,4691000,4373839,0,14.2,14.2,1,1,0,0
62.2886,17.306,4701000,4373839,0,11.11,11.11,1,1,0,0
62.2791,17.4969,4711000,4373839,0,15.66,15.66,1,1,0,0
62.5387,12.3216,4441000,4383839,0,209.32,60.0,0,1,0,0
62.5357,12.5149,4451000,4383839,0,202.62,50.0,0,1,0,0
62.5323,12.7082,4461000,4383839,0,196.21,40.0,0,1,0,0
62.5287,12.9014,4471000,4383839,0,190.1,30.0,0,1,0,0
62.5249,13.0946,4481000,4383839,0,184.34,20.0,0,1,0,0
62.5208,13.2877,4491000,4383839,0,178.95,10.0,0,1,0,0
62.5165,13.4808,4501000,4383839,0,173.97,0.0,0,1,0,1
62.5119,13.6738,4511000,4383839,0,169.43,10.0,0,1,0,0
62.507,13.8668,4521000,4383839,0,165.37,20.0,0,1,0,0
62.502,14.0597,4531000,4383839,0,161.83,30.0,0,1,0,0
62.4966,14.2526,4541000,4383839,0,158.85,40.0,0,1,0,0
62.4911,14.4454,4551000,4383839,0,148.92,50.0,0,1,0,0
62.4853,14.6381,4561000,4383839,0,138.92,60.0,0,1,0,0
62.4792,14.8307,4571000,4383839,0,128.92,70.0,0,0,0,0
62.4729,15.0233,4581000,4383839,0,118.92,80.0,0,0,0,0
62.4663,15.2158,4591000,4383839,0,108.92,90.0,0,0,0,0
62.4595,15.4082,4601000,4383839,0,98.92,98.92,0,0,0,0
62.4525,15.6005,4611000,4383839,0,88.92,88.92,0,0,0,0
62.4452,15.7928,4621000,4383839,0,78.92,78.92,0,0,0,0
62.4377,15.985,4631000,4383839,0,68.92,68.92,0,0,0,0
62.4299,16.177,4641000,4383839,0,58.92,58.92,1,1,0,0
62.4219,16.369,4651000,4383839,0,48.93,48.93,1,1,0,0
62.4136,16.5609,4661000,4383839,0,38.93,38.93,1,1,0,0
62.4051,16.7527,4671000,4383839,0,28.93,28.93,1,1,0,0
62.3963,16.9444,4681000,4383839,0,18.94,18.94,1,1,0,0
62.3873,17.1359,4691000,4383839,0,8.98,8.98,1,1,0,0
62.3781,17.3274,4701000,4383839,1,1.51,1.51,1,1,1,1
62.3686,17.5188,4711000,4383839,1,11.13,11.13,1,1,0,0
62.6288,12.3285,4441000,4393839,0,202.12,60.83,0,1,0,0
62.6257,12.5223,4451000,4393839,0,195.18,50.99,0,1,0,0
62.6224,12.7162,4461000,4393839,0,188.51,41.23,0,1,0,0
62.6187,12.91,4471000,4393839,0,182.15,31.62,0,1,0,0
62.6149,13.1037,4481000,4393839,0,176.13,22.36,0,1,0,0
62.6108,13.2974,4491000,4393839,0,170.48,14.14,0,1,0,0
62.6064,13.4911,4501000,4393839,0,165.24,10.0,0,1,0,0
62.6018,13.6847,4511000,4393839,0,160.46,14.14,0,1,0,0
62.597,13.8782,4521000,4393839,0,156.17,22.36,0,1,0,0
62.5919,14.0717,4531000,4393839,0,152.42,31.62,0,1,0,0
62.5866,14.2651,4541000,4393839,0,149.24,41.23,0,1,0,0
62.581,14.4585,4551000,4393839,0,146.68,50.99,0,1,0,0
62.5752,14.6517,4561000,4393839,0,139.2,60.83,0,1,0,0
62.5691,14.845,4571000,4393839,0,129.23,70.71,0,0,0,0
62.5627,15.0381,4581000,4393839,0,119.25,80.62,0,0,0,0
62.5562,15.2312,4591000,4393839,0,109.28,90.55,0,0,0,0
62.5494,15.4241,4601000,4393839,0,99.32,99.32,0,0,0,0
62.5423,15.617,4611000,4393839,0,89.36,89.36,0,0,0,0
62.535,15.8098,4621000,4393839,0,79.42,79.42,0,0,0,0
62.5274,16.0026,4631000,4393839,0,69.49,69.49,0,0,0,0
62.5196,16.1952,4641000,4393839,0,59.59,59.59,1,1,0,0
62.5116,16.3877,4651000,4393839,0,49.73,49.73,1,1,0,0
62.5033,16.5802,4661000,4393839,0,39.93,39.93,1,1,0,0
62.4947,16.7725,4671000,4393839,0,30.27,30.27,1,1,0,0
62.4859,16.9647,4681000,4393839,0,20.92,20.92,1,1,0,0
62.4769,17.1569,4691000,4393839,0,12.63,12.63,1,1,0,0
62.4676,17.3489,4701000,4393839,0,9.01,9.01,1,1,0,0
62.4581,17.5408,4711000,4393839,0,14.24,14.24,1,1,0,0
62.4483,17.7326,4721000,4393839,0,22.9,22.9,1,1,0,0
62.7189,12.3354,4441000,4403839,0,195.18,63.25,0,1,0,0
62.7158,12.5298,4451000,4403839,0,187.98,53.85,0,1,0,0
62.7124,12.7242,4461000,4403839,0,181.05,44.72,0,1,0,0
62.7088,12.9186,4471000,4403839,0,174.42,36.06,0,1,0,0
62.7049,13.1129,4481000,4403839,0,168.12,28.28,0,1,0,0
62.7008,13.3072,4491000,4403839,0,162.19,22.36,0,1,0,0
62.6964,13.5014,4501000,4403839,0,156.67,20.0,0,1,0,0
62.6918,13.6956,4511000,4403839,0,151.62,22.36,0,1,0,0
62.687,13.8897,4521000,4403839,0,147.07,28.28,0,1,0,0
62.6819,14.0838,4531000,4403839,0,143.08,36.06,0,1,0,0
62.6765,14.2777,4541000,4403839,0,139.69,44.72,0,1,0,0
62.6709,14.4717,4551000,4403839,0,136.95,53.85,0,1,0,0
62.665,14.6655,4561000,4403839,0,134.9,63.25,0,1,0,0
62.6589,14.8593,4571000,4403839,0,130.3,72.8,0,0,0,0
62.6526,15.053,4581000,4403839,0,120.41,82.46,0,0,0,0
62.646,15.2466,4591000,4403839,0,110.55,92.2,0,0,0,0
62.6392,15.4402,4601000,4403839,0,100.71,100.71,0,0,0,0
62.6321,15.6336,4611000,4403839,0,90.91,90.91,0,0,0,0
62.6247,15.827,4621000,4403839,0,81.16,81.16,0,0,0,0
62.6172,16.0203,4631000,4403839,0,71.47,71.47,0,0,0,0
62.6093,16.2135,4641000,4403839,0,61.89,61.89,1,1,0,0
62.6012,16.4066,4651000,4403839,0,52.46,52.46,1,1,0,0
62.5929,16.5996,4661000,4403839,0,43.28,43.28,1,1,0,0
62.5844,16.7925,4671000,4403839,0,34.57,34.57,1,1,0,0
62.5755,16.9853,4681000,4403839,0,26.77,26.77,1,1,0,0
62.5665,17.178,4691000,4403839,0,20.94,20.94,1,1,0,0
62.5572,17.3705,4701000,4403839,0,18.98,18.98,1,1,0,0
62.5476,17.563,4711000,4403839,0,21.95,21.95,1,1,0,0
62.5378,17.7553,4721000,4403839,0,28.35,28.35,1,1,0,0
62.809,12.3423,4441000,4413839,0,188.51,67.08,0,0,0,0
62.8058,12.5374,4451000,4413839,0,181.05,58.31,0,1,0,0
62.8025,12.7324,4461000,4413839,0,173.84,50.0,0,1,0,0
62.7988,12.9273,4471000,4413839,0,166.92,42.43,0,1,0,0
62.7949,13.1222,4481000,4413839,0,160.32,36.06,0,1,0,0
62.7908,13.3171,4491000,4413839,0,154.1,31.62,0,1,0,0
62.7864,13.5119,4501000,4413839,0,148.28,30.0,0,1,0,0
62.7818,13.7066,4511000,4413839,0,142.93,31.62,0,1,0,0
62.7769,13.9013,4521000,4413839,0,138.1,36.06,0,1,0,0
62.7718,14.0959,4531000,4413839,0,133.84,42.43,0,1,0,0
62.7664,14.2905,4541000,4413839,0,130.21,50.0,0,1,0,0
62.7608,14.485,4551000,4413839,0,127.27,58.31,0,1,0,0
62.7549,14.6794,4561000,4413839,0,125.06,67.08,0,0,0,0
62.7488,14.8737,4571000,4413839,0,123.62,76.16,0,0,0,0
62.7425,15.068,4581000,4413839,0,122.39,85.44,0,0,0,0
62.7358,15.2622,4591000,4413839,0,112.7,94.87,0,0,0,0
62.729,15.4563,4601000,4413839,0,103.06,103.06,0,0,0,0
62.7219,15.6504,4611000,4413839,0,93.51,93.51,0,0,0,0
62.7145,15.8443,4621000,4413839,0,84.06,84.06,0,0,0,0
62.7069,16.0381,4631000,4413839,0,74.75,74.75,0,0,0,0
62.699,16.2319,4641000,4413839,0,65.64,65.64,0,0,0,0
62.6909,16.4256,4651000,4413839,0,56.84,56.84,1,1,0,0
62.6826,16.6191,4661000,4413839,0,48.5,48.5,1,1,0,0
62.674,16.8126,4671000,4413839,0,40.91,40.91,1,1,0,0
62.6651,17.0059,4681000,4413839,0,34.58,34.58,1,1,0,0
62.656,17.1992,4691000,4413839,0,30.29,30.29,1,1,0,0
62.6467,17.3923,4701000,4413839,0,28.96,28.96,1,1,0,0
62.6371,17.5853,4711000,4413839,0,30.99,30.99,1,1,0,0
62.6273,17.7782,4721000,4413839,0,35.81,35.81,1,1,0,0
62.899,12.3493,4441000,4423839,0,182.15,72.11,0,0,0,0
62.8959,12.545,4451000,4423839,0,174.41,64.03,0,0,0,0
62.8925,12.7405,4461000,4423839,0,166.92,56.57,0,1,0,0
62.8889,12.9361,4471000,4423839,0,159.7,50.0,0,1,0,0
62.885,13.1315,4481000,4423839,0,152.79,44.72,0,1,0,0
62.8808,13.327,4491000,4423839,0,146.24,41.23,0,1,0,0
62.8765,13.5223,4501000,4423839,0,140.1,40.0,0,1,0,0
62.8718,13.7177,4511000,4423839,0,134.43,41.23,0,1,0,0
62.8669,13.9129,4521000,4423839,0,129.28,44.72,0,1,0,0
62.8618,14.1081,4531000,4423839,0,124.72,50.0,0,1,0,0
62.8564,14.3033,4541000,4423839,0,120.82,56.57,0,1,0,0
62.8507,14.4983,4551000,4423839,0,117.64,64.03,0,0,0,0
62.8448,14.6933,4561000,4423839,0,115.24,72.11,0,0,0,0
62.8387,14.8883,4571000,4423839,0,113.68,80.62,0,0,0,0
62.8323,15.0831,4581000,4423839,0,112.98,89.44,0,0,0,0
62.8257,15.2779,4591000,4423839,0,113.16,98.49,0,0,0,0
62.8188,15.4726,4601000,4423839,0,106.31,106.31,0,0,0,0
62.8117,15.6672,4611000,4423839,0,97.07,97.07,0,0,0,0
62.8043,15.8617,4621000,4423839,0,88.0,88.0,0,0,0,0
62.7966,16.0561,4631000,4423839,0,79.16,79.16,0,0,0,0
62.7887,16.2504,4641000,4423839,0,70.62,70.62,0,0,0,0
62.7806,16.4447,4651000,4423839,0,62.53,62.53,1,1,0,0
62.7722,16.6388,4661000,4423839,0,55.06,55.06,1,1,0,0
62.7636,16.8328,4671000,4423839,0,48.51,48.51,1,1,0,0
62.7547,17.0267,4681000,4423839,0,43.3,43.3,1,1,0,0
62.7456,17.2205,4691000,4423839,0,39.95,39.95,1,1,0,0
62.7362,17.4142,4701000,4423839,0,38.96,38.96,1,1,0,0
62.7266,17.6078,4711000,4423839,0,40.49,40.49,1,1,0,0
62.7168,17.8013,4721000,4423839,0,44.29,44.29,1,1,0,0
62.986,12.5526,4451000,4433839,0,168.11,70.71,0,0,0,0
62.9826,12.7488,4461000,4433839,0,160.32,64.03,0,0,0,0
62.9789,12.9449,4471000,4433839,0,152.79,58.31,0,1,0,0
62.975,13.1409,4481000,4433839,0,145.56,53.85,0,1,0,0
62.9709,13.3369,4491000,4433839,0,138.67,50.99,0,1,0,0
62.9665,13.5329,4501000,4433839,0,132.17,50.0,0,1,0,0
62.9618,13.7288,4511000,4433839,0,126.14,50.99,0,1,0,0
62.9569,13.9247,4521000,4433839,0,120.64,53.85,0,1,0,0
62.9517,14.1205,4531000,4433839,0,115.74,58.31,0,1,0,0
62.9463,14.3162,4541000,4433839,0,111.52,64.03,0,0,0,0
62.9407,14.5118,4551000,4433839,0,108.07,70.71,0,0,0,0
62.9348,14.7074,4561000,4433839,0,105.46,78.1,0,0,0,0
62.9286,14.9029,4571000,4433839,0,103.75,86.02,0,0,0,0
62.9222,15.0983,4581000,4433839,0,102.98,94.34,0,0,0,0
62.9155,15.2937,4591000,4433839,0,103.19,102.96,0,0,0,0
62.9086,15.4889,4601000,4433839,0,104.35,104.35,0,0,0,0
62.9014,15.6841,4611000,4433839,0,101.5,101.5,0,0,0,0
62.894,15.8792,4621000,4433839,0,92.86,92.86,0,0,0,0
62.8864,16.0742,4631000,4433839,0,84.53,84.53,0,0,0,0
62.8785,16.2691,4641000,4433839,0,76.59,76.59,0,0,0,0
62.8703,16.4639,4651000,4433839,0,69.2,69.2,0,0,0,0
62.8619,16.6586,4661000,4433839,0,62.53,62.53,1,1,0,0
62.8532,16.8532,4671000,4433839,0,56.85,56.85,1,1,0,0
62.8443,17.0477,4681000,4433839,0,52.47,52.47,1,1,0,0
62.8352,17.2421,4691000,4433839,0,49.75,49.75,1,1,0,0
62.8258,17.4363,4701000,4433839,0,48.96,48.96,1,1,0,0
62.8161,17.6305,4711000,4433839,0,50.18,50.18,1,1,0,0
62.8063,17.8245,4721000,4433839,0,53.29,53.29,1,1,0,0
62.7961,18.0184,4731000,4433839,0,57.98,57.98,1,1,0,0
63.0761,12.5603,4451000,4443839,0,162.18,78.1,0,0,0,0
63.0727,12.757,4461000,4443839,0,154.09,72.11,0,0,0,0
63.069,12.9537,4471000,4443839,0,146.24,67.08,0,0,0,0
63.0651,13.1504,4481000,4443839,0,138.66,63.25,0,1,0,0
63.0609,13.347,4491000,4443839,0,131.41,60.83,0,1,0,0
63.0565,13.5436,4501000,4443839,0,124.54,60.0,0,1,0,0
63.0518,13.74,4511000,4443839,0,118.12,60.83,0,1,0,0
63.0469,13.9365,4521000,4443839,0,112.23,63.25,0,1,0,0
63.0417,14.1328,4531000,4443839,0,106.94,67.08,0,0,0,0
63.0363,14.3292,4541000,4443839,0,102.37,72.11,0,0,0,0
63.0306,14.5254,4551000,4443839,0,98.59,78.1,0,0,0,0
63.0247,14.7216,4561000,4443839,0,95.72,84.85,0,0,0,0
63.0185,14.9176,4571000,4443839,0,93.83,92.2,0,0,0,0
63.012,15.1137,4581000,4443839,0,92.99,92.99,0,0,0,0
63.0054,15.3096,4591000,4443839,0,93.21,93.21,0,0,0,0
62.9984,15.5054,4601000,4443839,0,94.5,94.5,0,0,0,0
62.9912,15.7012,4611000,4443839,0,96.81,96.81,0,0,0,0
62.9838,15.8968,4621000,4443839,0,98.5,98.5,0,0,0,0
62.9761,16.0924,4631000,4443839,1,90.69,90.69,0,0,0,0
62.9682,16.2879,4641000,4443839,0,83.34,83.34,0,0,0,0
62.96,16.4833,4651000,4443839,0,76.6,76.6,0,0,0,0
62.9516,16.6785,4661000,4443839,0,70.63,70.63,0,0,0,0
62.9429,16.8737,4671000,4443839,0,65.65,65.65,0,0,0,0
62.9339,17.0688,4681000,4443839,0,61.91,61.91,1,1,0,0
62.9248,17.2637,4691000,4443839,0,59.61,59.61,1,1,0,0
62.9153,17.4585,4701000,4443839,0,58.95,58.95,1,1,0,0
62.9057,17.6533,4711000,4443839,0,59.98,59.98,1,1,0,0
62.8957,17.8479,4721000,4443839,1,62.6,62.6,1,1,0,0
62.8856,18.0423,4731000,4443839,0,66.64,66.64,0,0,0,0
63.1662,12.568,4451000,4453839,0,156.66,86.02,0,0,0,0
63.1627,12.7654,4461000,4453839,0,148.27,80.62,0,0,0,0
63.1591,12.9627,4471000,4453839,0,140.1,76.16,0,0,0,0
63.1551,13.1599,4481000,4453839,0,132.17,72.8,0,0,0,0
63.1509,13.3571,4491000,4453839,0,124.54,70.71,0,0,0,0
63.1465,13.5543,4501000,4453839,0,117.27,70.0,0,0,0,0
63.1418,13.7513,4511000,4453839,0,110.43,70.71,0,0,0,0
63.1369,13.9484,4521000,4453839,0,104.1,72.8,0,0,0,0
63.1317,14.1453,4531000,4453839,0,98.38,76.16,0,0,0,0
63.1262,14.3422,4541000,4453839,0,93.38,80.62,0,0,0,0
63.1205,14.5391,4551000,4453839,0,89.23,86.02,0,0,0,0
63.1146,14.7358,4561000,4453839,0,86.05,86.05,0,0,0,0
63.1084,14.9325,4571000,4453839,0,83.94,83.94,0,0,0,0
63.1019,15.1291,4581000,4453839,0,82.99,82.99,0,0,0,0
63.0952,15.3256,4591000,4453839,0,83.24,83.24,0,0,0,0
63.0883,15.522,4601000,4453839,0,84.68,84.68,0,0,0,0
63.081,15.7184,4611000,4453839,0,87.25,87.25,0,0,0,0
63.0736,15.9146,4621000,4453839,0,90.86,90.86,0,0,0,0
63.0659,16.1108,4631000,4453839,0,95.38,95.38,0,0,0,0
63.0579,16.3068,4641000,4453839,0,90.69,90.69,0,0,0,0
63.0497,16.5028,4651000,4453839,0,84.53,84.53,0,0,0,0
63.0412,16.6986,4661000,4453839,0,79.17,78.1,0,0,0,0
63.0325,16.8944,4671000,4453839,0,74.76,72.11,0,0,0,0
63.0236,17.09,4681000,4453839,0,71.49,67.08,0,0,0,0
63.0143,17.2855,4691000,4453839,0,69.52,63.25,0,1,0,0
63.0049,17.4809,4701000,4453839,0,68.95,60.83,0,1,0,0
62.9952,17.6762,4711000,4453839,1,69.83,60.0,0,1,0,0
62.9852,17.8714,4721000,4453839,0,72.1,60.83,0,1,0,0
62.975,18.0664,4731000,4453839,0,75.63,63.25,0,1,0,0
62.9645,18.2613,4741000,4453839,0,80.26,67.08,0,0,0,0
63.2562,12.5758,4451000,4463839,0,151.61,94.34,0,0,0,0
63.2528,12.7738,4461000,4463839,0,142.92,89.44,0,0,0,0
63.2491,12.9717,4471000,4463839,0,134.42,85.44,0,0,0,0
63.2452,13.1695,4481000,4463839,0,126.13,82.46,0,0,0,0
63.241,13.3673,4491000,4463839,0,118.12,80.62,0,0,0,0
